Property Name,Visits,Values Accumulated,Trial Number,Position Number
Marlborough_street,22,3080,930,18
Water_works,29,2320,931,28
Supertax,26,26000,932,38
First_community_chest,21,21,933,2
Pall_mall,25,2500,934,11
Marlborough_street,23,3220,935,18
Fenchchurch_station,22,5500,936,25
Bond_street,29,8120,937,34
King_cross_station,27,6750,938,5
Pall_mall,26,2600,939,11
White_hall,22,2200,940,13
Marlborough_street,24,3360,941,18
Free_parking,29,29,942,20
Fenchchurch_station,23,5750,943,25
Liverpool_station,17,4250,944,35
Supertax,27,27000,945,38
The_angel_islington,26,1560,946,6
Maryleborne_station,24,6000,947,15
Conventry_street,23,5060,948,27
Parklane,25,8750,949,37
Mayfair,22,11000,950,39
Just_visiting,19,19,951,10
Northhumber,24,2880,952,14
Marlborough_street,25,3500,953,18
Second_chance,26,26,954,22
Transfalgar_square,29,5800,955,24
Go_to_jail,21,21,956,30
Maryleborne_station,25,6250,957,15
Free_parking,30,30,958,20
Go_to_jail,22,22,959,30
Free_parking,31,31,960,20
Fleet_street,29,5220,961,23
Third_community_chest,23,23,962,33
White_chapel,23,920,963,3
Pentoville,26,2080,964,9
White_hall,23,2300,965,13
Vine_street,27,4320,966,19
Conventry_street,24,5280,967,27
Go_to_jail,23,23,968,30
Northhumber,25,3000,969,14
Transfalgar_square,30,6000,970,24
Oxford_street,23,5980,971,32
Bond_street,30,8400,972,34
The_angel_islington,27,1620,973,6
Electric_company,28,2240,974,12
Maryleborne_station,26,6500,975,15
Fenchchurch_station,24,6000,976,25
Liverpool_station,18,4500,977,35
Parklane,26,9100,978,37
Mayfair,23,11500,979,39
First_community_chest,22,22,980,2
First_chance,14,14,981,7
Northhumber,26,3120,982,14
Strand,31,5580,983,21
Fenchchurch_station,25,6250,984,25
Bond_street,31,8680,985,34
White_chapel,24,960,986,3
Maryleborne_station,27,6750,987,15
Vine_street,28,4480,988,19
Fenchchurch_station,26,6500,989,25
Oxford_street,24,6240,990,32
Supertax,28,28000,991,38
Old_kent,18,360,992,1
Pentoville,27,2160,993,9
Pall_mall,27,2700,994,11
Second_chance,27,27,995,22
Go_to_jail,24,24,996,30
Electric_company,29,2320,997,12
Free_parking,32,32,998,20
Water_works,30,2400,999,28
Regent_street,33,8580,1000,31
Old_kent,19,380,1001,1
Pall_mall,28,2800,1002,11
Northhumber,27,3240,1003,14
Second_chance,28,28,1004,22
Oxford_street,25,6500,1005,32
Supertax,29,29000,1006,38
First_community_chest,23,23,1007,2
Pall_mall,29,2900,1008,11
Fleet_street,30,5400,1009,23
Picadilly,23,5520,1010,29
Liverpool_station,19,4750,1011,35
First_chance,15,15,1012,7
Pall_mall,30,3000,1013,11
Marlborough_street,26,3640,1014,18
Picadilly,24,5760,1015,29
Third_chance,25,25,1016,36
The_angel_islington,28,1680,1017,6
White_hall,24,2400,1018,13
Bow_street,23,3220,1019,16
leicester_square,29,6380,1020,26
Third_community_chest,24,24,1021,33
Old_kent,20,400,1022,1
First_chance,16,16,1023,7
Electric_company,30,2400,1024,12
Strand,32,5760,1025,21
Fenchchurch_station,27,6750,1026,25
Liverpool_station,20,5000,1027,35
White_chapel,25,1000,1028,3
Just_visiting,20,20,1029,10
Bow_street,24,3360,1030,16
Water_works,31,2480,1031,28
Third_chance,26,26,1032,36
Go,23,23,1033,0
White_chapel,26,1040,1034,3
Just_visiting,21,21,1035,10
Vine_street,29,4640,1036,19
Strand,33,5940,1037,21
Water_works,32,2560,1038,28
Go_to_jail,25,25,1039,30
Second_community_chest,25,25,1040,17
Second_chance,29,29,1041,22
Conventry_street,25,5500,1042,27
Supertax,30,30000,1043,38
Euston,15,900,1044,8
Second_community_chest,26,26,1045,17
Transfalgar_square,31,6200,1046,24
Third_chance,27,27,1047,36
Old_kent,21,420,1048,1
White_hall,25,2500,1049,13
Fenchchurch_station,28,7000,1050,25
Picadilly,25,6000,1051,29
Old_kent,22,440,1052,1
White_chapel,27,1080,1053,3
Pall_mall,31,3100,1054,11
Maryleborne_station,28,7000,1055,15
leicester_square,30,6600,1056,26
Go_to_jail,26,26,1057,30
Marlborough_street,27,3780,1058,18
leicester_square,31,6820,1059,26
Go_to_jail,27,27,1060,30
Strand,34,6120,1061,21
Fenchchurch_station,29,7250,1062,25
Third_chance,28,28,1063,36
Euston,16,960,1064,8
Maryleborne_station,29,7250,1065,15
Free_parking,33,33,1066,20
Oxford_street,26,6760,1067,32
Supertax,31,31000,1068,38
The_angel_islington,29,1740,1069,6
Marlborough_street,28,3920,1070,18
Transfalgar_square,32,6400,1071,24
Regent_street,34,8840,1072,31
Parklane,27,9450,1073,37
Income_Tax,24,48000,1074,4
First_chance,17,17,1075,7
White_hall,26,2600,1076,13
Strand,35,6300,1077,21
Oxford_street,27,7020,1078,32
Mayfair,24,12000,1079,39
Pentoville,28,2240,1080,9
Bow_street,25,3500,1081,16
Conventry_street,26,5720,1082,27
Parklane,28,9800,1083,37
Income_Tax,25,50000,1084,4
First_chance,18,18,1085,7
White_hall,27,2700,1086,13
Maryleborne_station,30,7500,1087,15
Transfalgar_square,33,6600,1088,24
leicester_square,32,7040,1089,26
Third_chance,29,29,1090,36
Income_Tax,26,52000,1091,4
Euston,17,1020,1092,8
White_hall,28,2800,1093,13
Fenchchurch_station,30,7500,1094,25
Oxford_street,28,7280,1095,32
White_chapel,28,1120,1096,3
Pentoville,29,2320,1097,9
Maryleborne_station,31,7750,1098,15
Strand,36,6480,1099,21
Fenchchurch_station,31,7750,1100,25
Third_chance,30,30,1101,36
Income_Tax,27,54000,1102,4
Pentoville,30,2400,1103,9
Strand,37,6660,1104,21
Regent_street,35,9100,1105,31
Third_community_chest,25,25,1106,33
First_community_chest,24,24,1107,2
King_cross_station,28,7000,1108,5
Northhumber,28,3360,1109,14
Second_chance,30,30,1110,22
Picadilly,26,6240,1111,29
Parklane,29,10150,1112,37
Euston,18,1080,1113,8
Vine_street,30,4800,1114,19
Water_works,33,2640,1115,28
Parklane,30,10500,1116,37
The_angel_islington,30,1800,1117,6
Northhumber,29,3480,1118,14
Free_parking,34,34,1119,20
Water_works,34,2720,1120,28
Go_to_jail,28,28,1121,30
Bow_street,26,3640,1122,16
Strand,38,6840,1123,21
Third_community_chest,26,26,1124,33
Old_kent,23,460,1125,1
Pall_mall,32,3200,1126,11
Free_parking,35,35,1127,20
Regent_street,36,9360,1128,31
Old_kent,24,480,1129,1
The_angel_islington,31,1860,1130,6
White_hall,29,2900,1131,13
Strand,39,7020,1132,21
Regent_street,37,9620,1133,31
Third_community_chest,27,27,1134,33
Parklane,31,10850,1135,37
Pentoville,31,2480,1136,9
Marlborough_street,29,4060,1137,18
Fenchchurch_station,32,8000,1138,25
Go_to_jail,29,29,1139,30
Maryleborne_station,32,8000,1140,15
Vine_street,31,4960,1141,19
Transfalgar_square,34,6800,1142,24
Third_community_chest,28,28,1143,33
Old_kent,25,500,1144,1
First_chance,19,19,1145,7
Electric_company,31,2480,1146,12
Vine_street,32,5120,1147,19
Fleet_street,31,5580,1148,23
Liverpool_station,21,5250,1149,35
White_chapel,29,1160,1150,3
White_hall,30,3000,1151,13
Bow_street,27,3780,1152,16
Transfalgar_square,35,7000,1153,24
Liverpool_station,22,5500,1154,35
First_chance,20,20,1155,7
White_hall,31,3100,1156,13
Vine_street,33,5280,1157,19
Conventry_street,27,5940,1158,27
Third_community_chest,29,29,1159,33
King_cross_station,29,7250,1160,5
Pentoville,32,2560,1161,9
White_hall,32,3200,1162,13
Vine_street,34,5440,1163,19
Second_chance,31,31,1164,22
Fenchchurch_station,33,8250,1165,25
Picadilly,27,6480,1166,29
Liverpool_station,23,5750,1167,35
First_community_chest,25,25,1168,2
Income_Tax,28,56000,1169,4
Just_visiting,22,22,1170,10
Vine_street,35,5600,1171,19
Transfalgar_square,36,7200,1172,24
Regent_street,38,9880,1173,31
White_chapel,30,1200,1174,3
Pentoville,33,2640,1175,9
Maryleborne_station,33,8250,1176,15
leicester_square,33,7260,1177,26
Supertax,32,32000,1178,38
King_cross_station,30,7500,1179,5
First_chance,21,21,1180,7
Bow_street,28,3920,1181,16
Strand,40,7200,1182,21
Oxford_street,29,7540,1183,32
Old_kent,26,520,1184,1
White_hall,33,3300,1185,13
Second_community_chest,27,27,1186,17
leicester_square,34,7480,1187,26
Bond_street,32,8960,1188,34
Go,24,24,1189,0
White_chapel,31,1240,1190,3
Electric_company,32,2560,1191,12
Fleet_street,32,5760,1192,23
Picadilly,28,6720,1193,29
Bond_street,33,9240,1194,34
White_chapel,32,1280,1195,3
Maryleborne_station,34,8500,1196,15
Fenchchurch_station,34,8500,1197,25
Liverpool_station,24,6000,1198,35
Income_Tax,29,58000,1199,4
Northhumber,30,3600,1200,14
Fenchchurch_station,35,8750,1201,25
Third_chance,31,31,1202,36
Euston,19,1140,1203,8
Marlborough_street,30,4200,1204,18
Free_parking,36,36,1205,20
Go_to_jail,30,30,1206,30
Second_chance,32,32,1207,22
Conventry_street,28,6160,1208,27
Bond_street,34,9520,1209,34
The_angel_islington,32,1920,1210,6
Electric_company,33,2640,1211,12
Northhumber,31,3720,1212,14
Fenchchurch_station,36,9000,1213,25
Parklane,32,11200,1214,37
Income_Tax,30,60000,1215,4
First_chance,22,22,1216,7
Electric_company,34,2720,1217,12
Bow_street,29,4060,1218,16
Fenchchurch_station,37,9250,1219,25
Oxford_street,30,7800,1220,32
Old_kent,27,540,1221,1
Pall_mall,33,3300,1222,11
Second_community_chest,28,28,1223,17
Transfalgar_square,37,7400,1224,24
Liverpool_station,25,6250,1225,35
Parklane,33,11550,1226,37
Pentoville,34,2720,1227,9
White_hall,34,3400,1228,13
Free_parking,37,37,1229,20
Second_chance,33,33,1230,22
leicester_square,35,7700,1231,26
Third_community_chest,30,30,1232,33
Parklane,34,11900,1233,37
First_community_chest,26,26,1234,2
First_chance,23,23,1235,7
Marlborough_street,31,4340,1236,18
Picadilly,29,6960,1237,29
Regent_street,39,10140,1238,31
Bond_street,35,9800,1239,34
Mayfair,25,12500,1240,39
First_chance,24,24,1241,7
Northhumber,32,3840,1242,14
Fleet_street,33,5940,1243,23
Conventry_street,29,6380,1244,27
Oxford_street,31,8060,1245,32
Parklane,35,12250,1246,37
White_chapel,33,1320,1247,3
Maryleborne_station,35,8750,1248,15
Transfalgar_square,38,7600,1249,24
Liverpool_station,26,6500,1250,35
King_cross_station,31,7750,1251,5
First_chance,25,25,1252,7
Pall_mall,34,3400,1253,11
Strand,41,7380,1254,21
Fenchchurch_station,38,9500,1255,25
Liverpool_station,27,6750,1256,35
Supertax,33,33000,1257,38
Just_visiting,23,23,1258,10
White_hall,35,3500,1259,13
Bow_street,30,4200,1260,16
Transfalgar_square,39,7800,1261,24
Regent_street,40,10400,1262,31
Parklane,36,12600,1263,37
White_chapel,34,1360,1264,3
Euston,20,1200,1265,8
Electric_company,35,2800,1266,12
Vine_street,36,5760,1267,19
Second_chance,34,34,1268,22
Water_works,35,2800,1269,28
Parklane,37,12950,1270,37
Income_Tax,31,62000,1271,4
Bow_street,31,4340,1272,16
Fenchchurch_station,39,9750,1273,25
Picadilly,30,7200,1274,29
Oxford_street,32,8320,1275,32
White_chapel,35,1400,1276,3
White_hall,36,3600,1277,13
Strand,42,7560,1278,21
Transfalgar_square,40,8000,1279,24
Picadilly,31,7440,1280,29
Bond_street,36,10080,1281,34
Income_Tax,32,64000,1282,4
Bow_street,32,4480,1283,16
Fenchchurch_station,40,10000,1284,25
Liverpool_station,28,7000,1285,35
Income_Tax,33,66000,1286,4
The_angel_islington,33,1980,1287,6
Pentoville,35,2800,1288,9
Maryleborne_station,36,9000,1289,15
leicester_square,36,7920,1290,26
Bond_street,37,10360,1291,34
Mayfair,26,13000,1292,39
White_chapel,36,1440,1293,3
King_cross_station,32,8000,1294,5
Maryleborne_station,37,9250,1295,15
Second_community_chest,29,29,1296,17
Second_chance,35,35,1297,22
Fenchchurch_station,41,10250,1298,25
Liverpool_station,29,7250,1299,35
Income_Tax,34,68000,1300,4
Just_visiting,24,24,1301,10
Free_parking,38,38,1302,20
Second_chance,36,36,1303,22
Regent_street,41,10660,1304,31
Old_kent,28,560,1305,1
White_hall,37,3700,1306,13
Maryleborne_station,38,9500,1307,15
leicester_square,37,8140,1308,26
Third_chance,32,32,1309,36
Euston,21,1260,1310,8
Maryleborne_station,39,9750,1311,15
Strand,43,7740,1312,21
Regent_street,42,10920,1313,31
Third_community_chest,31,31,1314,33
Old_kent,29,580,1315,1
King_cross_station,33,8250,1316,5
White_hall,38,3800,1317,13
Bow_street,33,4620,1318,16
Fleet_street,34,6120,1319,23
Picadilly,32,7680,1320,29
Go,25,25,1321,0
First_chance,26,26,1322,7
Bow_street,34,4760,1323,16
Fleet_street,35,6300,1324,23
Liverpool_station,30,7500,1325,35
The_angel_islington,34,2040,1326,6
Electric_company,36,2880,1327,12
Second_chance,37,37,1328,22
Bond_street,38,10640,1329,34
Old_kent,30,600,1330,1
Just_visiting,25,25,1331,10
Strand,44,7920,1332,21
Third_community_chest,32,32,1333,33
Parklane,38,13300,1334,37
King_cross_station,34,8500,1335,5
White_hall,39,3900,1336,13
Strand,45,8100,1337,21
Oxford_street,33,8580,1338,32
Go,26,26,1339,0
Euston,22,1320,1340,8
Maryleborne_station,40,10000,1341,15
Fleet_street,36,6480,1342,23
Third_community_chest,33,33,1343,33
Mayfair,27,13500,1344,39
Just_visiting,26,26,1345,10
Electric_company,37,2960,1346,12
Transfalgar_square,41,8200,1347,24
Conventry_street,30,6600,1348,27
Regent_street,43,11180,1349,31
Bond_street,39,10920,1350,34
The_angel_islington,35,2100,1351,6
Euston,23,1380,1352,8
Second_community_chest,30,30,1353,17
leicester_square,38,8360,1354,26
Picadilly,33,7920,1355,29
Third_community_chest,34,34,1356,33
King_cross_station,35,8750,1357,5
First_chance,27,27,1358,7
White_hall,40,4000,1359,13
Strand,46,8280,1360,21
Regent_street,44,11440,1361,31
Third_community_chest,35,35,1362,33
Old_kent,31,620,1363,1
Income_Tax,35,70000,1364,4
First_chance,28,28,1365,7
Marlborough_street,32,4480,1366,18
Fleet_street,37,6660,1367,23
leicester_square,39,8580,1368,26
Oxford_street,34,8840,1369,32
Bond_street,40,11200,1370,34
Supertax,34,34000,1371,38
Pentoville,36,2880,1372,9
Free_parking,39,39,1373,20
Conventry_street,31,6820,1374,27
Third_chance,33,33,1375,36
Mayfair,28,14000,1376,39
The_angel_islington,36,2160,1377,6
White_hall,41,4100,1378,13
Second_chance,38,38,1379,22
Regent_street,45,11700,1380,31
Go,27,27,1381,0
First_community_chest,27,27,1382,2
Pentoville,37,2960,1383,9
Electric_company,38,3040,1384,12
Second_community_chest,31,31,1385,17
Strand,47,8460,1386,21
Regent_street,46,11960,1387,31
Go,28,28,1388,0
Euston,24,1440,1389,8
Marlborough_street,33,4620,1390,18
leicester_square,40,8800,1391,26
Bond_street,41,11480,1392,34
Old_kent,32,640,1393,1
Electric_company,39,3120,1394,12
Second_community_chest,32,32,1395,17
Strand,48,8640,1396,21
Picadilly,34,8160,1397,29
Liverpool_station,31,7750,1398,35
Parklane,39,13650,1399,37
Income_Tax,36,72000,1400,4
Northhumber,33,3960,1401,14
Strand,49,8820,1402,21
Picadilly,35,8400,1403,29
Go,29,29,1404,0
Pentoville,38,3040,1405,9
Vine_street,37,5920,1406,19
Go_to_jail,31,31,1407,30
Second_community_chest,33,33,1408,17
Vine_street,38,6080,1409,19
Conventry_street,32,7040,1410,27
Go_to_jail,32,32,1411,30
Vine_street,39,6240,1412,19
Regent_street,47,12220,1413,31
Third_chance,34,34,1414,36
King_cross_station,36,9000,1415,5
Pall_mall,35,3500,1416,11
Free_parking,40,40,1417,20
Second_chance,39,39,1418,22
Go_to_jail,33,33,1419,30
Second_chance,40,40,1420,22
Third_community_chest,36,36,1421,33
Income_Tax,37,74000,1422,4
The_angel_islington,37,2220,1423,6
Pentoville,39,3120,1424,9
Bow_street,35,4900,1425,16
Water_works,36,2880,1426,28
Liverpool_station,32,8000,1427,35
Mayfair,29,14500,1428,39
Pentoville,40,3200,1429,9
Bow_street,36,5040,1430,16
Strand,50,9000,1431,21
Third_community_chest,37,37,1432,33
Supertax,35,35000,1433,38
First_community_chest,28,28,1434,2
Income_Tax,38,76000,1435,4
Euston,25,1500,1436,8
Maryleborne_station,41,10250,1437,15
Strand,51,9180,1438,21
Fleet_street,38,6840,1439,23
Picadilly,36,8640,1440,29
Old_kent,33,660,1441,1
White_chapel,37,1480,1442,3
Just_visiting,27,27,1443,10
Free_parking,41,41,1444,20
Conventry_street,33,7260,1445,27
Mayfair,30,15000,1446,39
Pentoville,41,3280,1447,9
White_hall,42,4200,1448,13
Fleet_street,39,7020,1449,23
leicester_square,41,9020,1450,26
Picadilly,37,8880,1451,29
Bond_street,42,11760,1452,34
White_chapel,38,1520,1453,3
Pentoville,42,3360,1454,9
White_hall,43,4300,1455,13
Strand,52,9360,1456,21
Regent_street,48,12480,1457,31
Parklane,40,14000,1458,37
Mayfair,31,15500,1459,39
Pentoville,43,3440,1460,9
Free_parking,42,42,1461,20
Conventry_street,34,7480,1462,27
Go_to_jail,34,34,1463,30
Second_chance,41,41,1464,22
leicester_square,42,9240,1465,26
Regent_street,49,12740,1466,31
First_community_chest,29,29,1467,2
Electric_company,40,3200,1468,12
Marlborough_street,34,4760,1469,18
Fleet_street,40,7200,1470,23
Fenchchurch_station,42,10500,1471,25
Conventry_street,35,7700,1472,27
Supertax,36,36000,1473,38
Euston,26,1560,1474,8
Maryleborne_station,42,10500,1475,15
Vine_street,40,6400,1476,19
Strand,53,9540,1477,21
Fleet_street,41,7380,1478,23
Water_works,37,2960,1479,28
Parklane,41,14350,1480,37
Go,30,30,1481,0
Income_Tax,39,78000,1482,4
Just_visiting,28,28,1483,10
Maryleborne_station,43,10750,1484,15
Transfalgar_square,42,8400,1485,24
Third_chance,35,35,1486,36
The_angel_islington,38,2280,1487,6
Maryleborne_station,44,11000,1488,15
Free_parking,43,43,1489,20
Fleet_street,42,7560,1490,23
Regent_street,50,13000,1491,31
Parklane,42,14700,1492,37
The_angel_islington,39,2340,1493,6
Pentoville,44,3520,1494,9
Strand,54,9720,1495,21
Regent_street,51,13260,1496,31
Third_community_chest,38,38,1497,33
Parklane,43,15050,1498,37
The_angel_islington,40,2400,1499,6
